orgname	name	star_count	forks	issues	contributors	size
ncip	catissue-dynamic-extensions	0	1	0	5	215408
ncip	nci-ocr	0	0	0	1	27356
ncip	cadsr-api	0	2	0	3	123567
ncip	cadsr-sentinel	0	1	0	3	164808
ncip	cadsr-util	0	2	0	4	37301
ncip	cadsr-cdecurate	1	1	0	3	410198
ncip	rembrandt	0	2	0	5	314110
ncip	nci-analysis-tools-web-presence	0	1	0	8	11710
ncip	alview	1	0	0	1	319184
ncip	cgr-pathOlogist	0	1	0	1	4930
ncip	cgr-PoDA	0	0	0	2	136144
ncip	CDR	0	0	0	1	7416
ncip	Trinity_CTAT	0	0	0	1	164
